"Step","RAINBOW caller & callee heuristic","RAINBOW caller & callee heuristic__MIN","RAINBOW caller & callee heuristic__MAX","DDQN caller & callee heuristic","DDQN caller & callee heuristic__MIN","DDQN caller & callee heuristic__MAX","SAC caller & callee heuristic","SAC caller & callee heuristic__MIN","SAC caller & callee heuristic__MAX"
"791902","83.85900115966797","83.85900115966797","83.85900115966797","84.2699966430664","84.2699966430664","84.2699966430664","84.12000274658203","84.12000274658203","84.12000274658203"
"799901","83.3479995727539","83.3479995727539","83.3479995727539","84.89900207519531","84.89900207519531","84.89900207519531","84.91100311279297","84.91100311279297","84.91100311279297"
"807900","84.3219985961914","84.3219985961914","84.3219985961914","85.33100128173828","85.33100128173828","85.33100128173828","83.48699951171875","83.48699951171875","83.48699951171875"
"815899","83.9010009765625","83.9010009765625","83.9010009765625","85.10700225830078","85.10700225830078","85.10700225830078","84.16799926757812","84.16799926757812","84.16799926757812"
"823898","83.4000015258789","83.4000015258789","83.4000015258789","84.33599853515625","84.33599853515625","84.33599853515625","84.94999694824219","84.94999694824219","84.94999694824219"
"831897","84.07499694824219","84.07499694824219","84.07499694824219","84.92400360107422","84.92400360107422","84.92400360107422","83.69100189208984","83.69100189208984","83.69100189208984"
"839896","83.75499725341797","83.75499725341797","83.75499725341797","84.62300109863281","84.62300109863281","84.62300109863281","84.6709976196289","84.6709976196289","84.6709976196289"
"847895","84.80699920654297","84.80699920654297","84.80699920654297","86.7699966430664","86.7699966430664","86.7699966430664","86.12699890136719","86.12699890136719","86.12699890136719"
"855894","83.08999633789062","83.08999633789062","83.08999633789062","84.2969970703125","84.2969970703125","84.2969970703125","84.29299926757812","84.29299926757812","84.29299926757812"
"863893","84.58499908447266","84.58499908447266","84.58499908447266","85.10700225830078","85.10700225830078","85.10700225830078","84.75599670410156","84.75599670410156","84.75599670410156"
"871892","84.38999938964844","84.38999938964844","84.38999938964844","85.48600006103516","85.48600006103516","85.48600006103516","85.61599731445312","85.61599731445312","85.61599731445312"
"879891","83.86799621582031","83.86799621582031","83.86799621582031","83.97200012207031","83.97200012207031","83.97200012207031","84.44000244140625","84.44000244140625","84.44000244140625"
"887890","85.01399993896484","85.01399993896484","85.01399993896484","85.75900268554688","85.75900268554688","85.75900268554688","85.28199768066406","85.28199768066406","85.28199768066406"
"895889","83.61000061035156","83.61000061035156","83.61000061035156","84.7509994506836","84.7509994506836","84.7509994506836","85.13600158691406","85.13600158691406","85.13600158691406"
"903888","84.14600372314453","84.14600372314453","84.14600372314453","85.09200286865234","85.09200286865234","85.09200286865234","84.72000122070312","84.72000122070312","84.72000122070312"
"911887","84.81800079345703","84.81800079345703","84.81800079345703","84.4540023803711","84.4540023803711","84.4540023803711","84.61199951171875","84.61199951171875","84.61199951171875"
"919886","83.18900299072266","83.18900299072266","83.18900299072266","83.63800048828125","83.63800048828125","83.63800048828125","84.17400360107422","84.17400360107422","84.17400360107422"
"927885","84.19499969482422","84.19499969482422","84.19499969482422","85.3280029296875","85.3280029296875","85.3280029296875","83.81700134277344","83.81700134277344","83.81700134277344"
"935884","83.81800079345703","83.81800079345703","83.81800079345703","84.4000015258789","84.4000015258789","84.4000015258789","84.14399719238281","84.14399719238281","84.14399719238281"
"943883","82.72200012207031","82.72200012207031","82.72200012207031","84.3759994506836","84.3759994506836","84.3759994506836","84.5260009765625","84.5260009765625","84.5260009765625"
"951882","83.43900299072266","83.43900299072266","83.43900299072266","84.55599975585938","84.55599975585938","84.55599975585938","84.30400085449219","84.30400085449219","84.30400085449219"
"959881","83.75399780273438","83.75399780273438","83.75399780273438","84.81800079345703","84.81800079345703","84.81800079345703","83.9520034790039","83.9520034790039","83.9520034790039"
"967880","83.33000183105469","83.33000183105469","83.33000183105469","85.98799896240234","85.98799896240234","85.98799896240234","85.81600189208984","85.81600189208984","85.81600189208984"
"975879","82.35199737548828","82.35199737548828","82.35199737548828","83.87999725341797","83.87999725341797","83.87999725341797","83.51300048828125","83.51300048828125","83.51300048828125"
"983878","84.17400360107422","84.17400360107422","84.17400360107422","84.7959976196289","84.7959976196289","84.7959976196289","84.91000366210938","84.91000366210938","84.91000366210938"
"991877","83.42400360107422","83.42400360107422","83.42400360107422","84.29499816894531","84.29499816894531","84.29499816894531","84.50700378417969","84.50700378417969","84.50700378417969"
"999876","84.45600128173828","84.45600128173828","84.45600128173828","85.35700225830078","85.35700225830078","85.35700225830078","84.56500244140625","84.56500244140625","84.56500244140625"
"1007875","83.71499633789062","83.71499633789062","83.71499633789062","84.50900268554688","84.50900268554688","84.50900268554688","84.47699737548828","84.47699737548828","84.47699737548828"
"1015874","83.49099731445312","83.49099731445312","83.49099731445312","84.78399658203125","84.78399658203125","84.78399658203125","84.32099914550781","84.32099914550781","84.32099914550781"
"1023873","85.26399993896484","85.26399993896484","85.26399993896484","86.05599975585938","86.05599975585938","86.05599975585938","85.02999877929688","85.02999877929688","85.02999877929688"
"1031872","83.6259994506836","83.6259994506836","83.6259994506836","85.03900146484375","85.03900146484375","85.03900146484375","84.0260009765625","84.0260009765625","84.0260009765625"
"1039871","84.68199920654297","84.68199920654297","84.68199920654297","83.56099700927734","83.56099700927734","83.56099700927734","84.0979995727539","84.0979995727539","84.0979995727539"
"1047870","82.54299926757812","82.54299926757812","82.54299926757812","84.5199966430664","84.5199966430664","84.5199966430664","84.59200286865234","84.59200286865234","84.59200286865234"
"1055869","83.73200225830078","83.73200225830078","83.73200225830078","84.23699951171875","84.23699951171875","84.23699951171875","84.5250015258789","84.5250015258789","84.5250015258789"
"1063868","83.21800231933594","83.21800231933594","83.21800231933594","84.42900085449219","84.42900085449219","84.42900085449219","85.10700225830078","85.10700225830078","85.10700225830078"
"1071867","84.22200012207031","84.22200012207031","84.22200012207031","84.24099731445312","84.24099731445312","84.24099731445312","84.10800170898438","84.10800170898438","84.10800170898438"
"1079866","82.40299987792969","82.40299987792969","82.40299987792969","84.7300033569336","84.7300033569336","84.7300033569336","85.06400299072266","85.06400299072266","85.06400299072266"
"1087865","84.05400085449219","84.05400085449219","84.05400085449219","85.16300201416016","85.16300201416016","85.16300201416016","85.64700317382812","85.64700317382812","85.64700317382812"
"1095864","84.47100067138672","84.47100067138672","84.47100067138672","85.63600158691406","85.63600158691406","85.63600158691406","85.21399688720703","85.21399688720703","85.21399688720703"
"1103863","83.85099792480469","83.85099792480469","83.85099792480469","84.95600128173828","84.95600128173828","84.95600128173828","84.18099975585938","84.18099975585938","84.18099975585938"
"1111862","85.2509994506836","85.2509994506836","85.2509994506836","85.49400329589844","85.49400329589844","85.49400329589844","85.5999984741211","85.5999984741211","85.5999984741211"
"1119861","83.76599884033203","83.76599884033203","83.76599884033203","84.97699737548828","84.97699737548828","84.97699737548828","84.62100219726562","84.62100219726562","84.62100219726562"
"1127860","84.03099822998047","84.03099822998047","84.03099822998047","85.86399841308594","85.86399841308594","85.86399841308594","84.71700286865234","84.71700286865234","84.71700286865234"
"1135859","82.35700225830078","82.35700225830078","82.35700225830078","84.13999938964844","84.13999938964844","84.13999938964844","83.19599914550781","83.19599914550781","83.19599914550781"
"1143858","85.31099700927734","85.31099700927734","85.31099700927734","85.05500030517578","85.05500030517578","85.05500030517578","84.60099792480469","84.60099792480469","84.60099792480469"
"1151857","84.58399963378906","84.58399963378906","84.58399963378906","84.91300201416016","84.91300201416016","84.91300201416016","85.1780014038086","85.1780014038086","85.1780014038086"
"1159856","83.88200378417969","83.88200378417969","83.88200378417969","84.77999877929688","84.77999877929688","84.77999877929688","84.68000030517578","84.68000030517578","84.68000030517578"
"1167855","83.85199737548828","83.85199737548828","83.85199737548828","85.38200378417969","85.38200378417969","85.38200378417969","84.12799835205078","84.12799835205078","84.12799835205078"
"1175854","83.84600067138672","83.84600067138672","83.84600067138672","84.64600372314453","84.64600372314453","84.64600372314453","83.99199676513672","83.99199676513672","83.99199676513672"
"1183853","84.30500030517578","84.30500030517578","84.30500030517578","83.79100036621094","83.79100036621094","83.79100036621094","85.29499816894531","85.29499816894531","85.29499816894531"
"1191852","83.20800018310547","83.20800018310547","83.20800018310547","85.0790023803711","85.0790023803711","85.0790023803711","85.18499755859375","85.18499755859375","85.18499755859375"
"1199851","83.11199951171875","83.11199951171875","83.11199951171875","85.3949966430664","85.3949966430664","85.3949966430664","84.43299865722656","84.43299865722656","84.43299865722656"
"1207850","83.13800048828125","83.13800048828125","83.13800048828125","84.95500183105469","84.95500183105469","84.95500183105469","84.26799774169922","84.26799774169922","84.26799774169922"
"1215849","83.11299896240234","83.11299896240234","83.11299896240234","84.69400024414062","84.69400024414062","84.69400024414062","83.61299896240234","83.61299896240234","83.61299896240234"
"1223848","83.677001953125","83.677001953125","83.677001953125","85.39800262451172","85.39800262451172","85.39800262451172","86.16000366210938","86.16000366210938","86.16000366210938"
"1231847","84.08399963378906","84.08399963378906","84.08399963378906","85.71099853515625","85.71099853515625","85.71099853515625","85.75","85.75","85.75"
"1239846","83.6050033569336","83.6050033569336","83.6050033569336","84.66300201416016","84.66300201416016","84.66300201416016","84.78500366210938","84.78500366210938","84.78500366210938"
"1247845","83.66699981689453","83.66699981689453","83.66699981689453","85.02999877929688","85.02999877929688","85.02999877929688","84.7249984741211","84.7249984741211","84.7249984741211"
"1255844","83.86599731445312","83.86599731445312","83.86599731445312","86.47000122070312","86.47000122070312","86.47000122070312","84.99700164794922","84.99700164794922","84.99700164794922"
"1263843","83.48699951171875","83.48699951171875","83.48699951171875","84.60800170898438","84.60800170898438","84.60800170898438","85.11799621582031","85.11799621582031","85.11799621582031"
"1271842","82.98100280761719","82.98100280761719","82.98100280761719","84.63400268554688","84.63400268554688","84.63400268554688","83.62300109863281","83.62300109863281","83.62300109863281"
"1279841","83.69400024414062","83.69400024414062","83.69400024414062","84.9800033569336","84.9800033569336","84.9800033569336","84.60399627685547","84.60399627685547","84.60399627685547"
"1287840","83.37799835205078","83.37799835205078","83.37799835205078","84.27100372314453","84.27100372314453","84.27100372314453","84.5979995727539","84.5979995727539","84.5979995727539"
"1295839","82.50299835205078","82.50299835205078","82.50299835205078","84.06199645996094","84.06199645996094","84.06199645996094","83.35900115966797","83.35900115966797","83.35900115966797"
"1303838","82.98999786376953","82.98999786376953","82.98999786376953","84.49600219726562","84.49600219726562","84.49600219726562","84.6240005493164","84.6240005493164","84.6240005493164"
"1311837","84.12799835205078","84.12799835205078","84.12799835205078","84.80699920654297","84.80699920654297","84.80699920654297","84.63700103759766","84.63700103759766","84.63700103759766"
"1319836","84.72699737548828","84.72699737548828","84.72699737548828","85.93499755859375","85.93499755859375","85.93499755859375","84.4990005493164","84.4990005493164","84.4990005493164"
"1327835","83.8489990234375","83.8489990234375","83.8489990234375","84.52899932861328","84.52899932861328","84.52899932861328","84.69499969482422","84.69499969482422","84.69499969482422"
"1335834","82.85199737548828","82.85199737548828","82.85199737548828","85.3030014038086","85.3030014038086","85.3030014038086","85.38800048828125","85.38800048828125","85.38800048828125"
"1343833","84.20800018310547","84.20800018310547","84.20800018310547","83.7969970703125","83.7969970703125","83.7969970703125","84.7770004272461","84.7770004272461","84.7770004272461"
"1351832","83.72699737548828","83.72699737548828","83.72699737548828","83.8030014038086","83.8030014038086","83.8030014038086","84.70500183105469","84.70500183105469","84.70500183105469"
"1359831","83.87300109863281","83.87300109863281","83.87300109863281","84.40399932861328","84.40399932861328","84.40399932861328","84.40399932861328","84.40399932861328","84.40399932861328"
"1367830","84.56099700927734","84.56099700927734","84.56099700927734","84.78399658203125","84.78399658203125","84.78399658203125","84.0999984741211","84.0999984741211","84.0999984741211"
"1375829","84.01000213623047","84.01000213623047","84.01000213623047","83.5250015258789","83.5250015258789","83.5250015258789","84.69499969482422","84.69499969482422","84.69499969482422"
"1383828","84.3949966430664","84.3949966430664","84.3949966430664","84.93699645996094","84.93699645996094","84.93699645996094","84.29000091552734","84.29000091552734","84.29000091552734"
"1391827","85.28399658203125","85.28399658203125","85.28399658203125","83.86299896240234","83.86299896240234","83.86299896240234","84.51799774169922","84.51799774169922","84.51799774169922"
"1399826","84.12899780273438","84.12899780273438","84.12899780273438","85.16799926757812","85.16799926757812","85.16799926757812","85.66100311279297","85.66100311279297","85.66100311279297"
"1407825","84.0479965209961","84.0479965209961","84.0479965209961","84.58200073242188","84.58200073242188","84.58200073242188","83.61699676513672","83.61699676513672","83.61699676513672"
"1415824","84.28199768066406","84.28199768066406","84.28199768066406","84.10199737548828","84.10199737548828","84.10199737548828","84.76799774169922","84.76799774169922","84.76799774169922"
"1423823","84.2249984741211","84.2249984741211","84.2249984741211","84.84700012207031","84.84700012207031","84.84700012207031","83.89800262451172","83.89800262451172","83.89800262451172"
"1431822","85.09700012207031","85.09700012207031","85.09700012207031","84.3740005493164","84.3740005493164","84.3740005493164","83.88300323486328","83.88300323486328","83.88300323486328"
"1439821","84.37200164794922","84.37200164794922","84.37200164794922","84.33200073242188","84.33200073242188","84.33200073242188","83.39900207519531","83.39900207519531","83.39900207519531"
"1447820","86.04199981689453","86.04199981689453","86.04199981689453","85.00900268554688","85.00900268554688","85.00900268554688","84.66699981689453","84.66699981689453","84.66699981689453"
"1455819","83.40599822998047","83.40599822998047","83.40599822998047","84.78099822998047","84.78099822998047","84.78099822998047","84.34100341796875","84.34100341796875","84.34100341796875"
"1463818","84.4000015258789","84.4000015258789","84.4000015258789","83.3270034790039","83.3270034790039","83.3270034790039","84.19999694824219","84.19999694824219","84.19999694824219"
"1471817","84.80899810791016","84.80899810791016","84.80899810791016","84.46600341796875","84.46600341796875","84.46600341796875","85.3270034790039","85.3270034790039","85.3270034790039"
"1479816","83.81500244140625","83.81500244140625","83.81500244140625","84.08599853515625","84.08599853515625","84.08599853515625","84.08999633789062","84.08999633789062","84.08999633789062"
"1487815","85.11799621582031","85.11799621582031","85.11799621582031","84.88800048828125","84.88800048828125","84.88800048828125","85.2979965209961","85.2979965209961","85.2979965209961"
"1495814","84.8949966430664","84.8949966430664","84.8949966430664","84.50499725341797","84.50499725341797","84.50499725341797","85.80999755859375","85.80999755859375","85.80999755859375"
"1503813","84.45099639892578","84.45099639892578","84.45099639892578","85.10600280761719","85.10600280761719","85.10600280761719","85.92500305175781","85.92500305175781","85.92500305175781"
"1511812","83.927001953125","83.927001953125","83.927001953125","83.77300262451172","83.77300262451172","83.77300262451172","83.35199737548828","83.35199737548828","83.35199737548828"
"1519811","84.45800018310547","84.45800018310547","84.45800018310547","83.97899627685547","83.97899627685547","83.97899627685547","84.57499694824219","84.57499694824219","84.57499694824219"
"1527810","84.25800323486328","84.25800323486328","84.25800323486328","84.66200256347656","84.66200256347656","84.66200256347656","84.66300201416016","84.66300201416016","84.66300201416016"
"1535809","83.68599700927734","83.68599700927734","83.68599700927734","83.70600128173828","83.70600128173828","83.70600128173828","83.72599792480469","83.72599792480469","83.72599792480469"
"1543808","84.58999633789062","84.58999633789062","84.58999633789062","85.68199920654297","85.68199920654297","85.68199920654297","85.51499938964844","85.51499938964844","85.51499938964844"
"1551807","83.9010009765625","83.9010009765625","83.9010009765625","85.02300262451172","85.02300262451172","85.02300262451172","84.24600219726562","84.24600219726562","84.24600219726562"
"1559806","84.70700073242188","84.70700073242188","84.70700073242188","84.8270034790039","84.8270034790039","84.8270034790039","84.43699645996094","84.43699645996094","84.43699645996094"
"1567805","83.7020034790039","83.7020034790039","83.7020034790039","83.13500213623047","83.13500213623047","83.13500213623047","84.0270004272461","84.0270004272461","84.0270004272461"
"1575804","83.71600341796875","83.71600341796875","83.71600341796875","83.68099975585938","83.68099975585938","83.68099975585938","84.55899810791016","84.55899810791016","84.55899810791016"
"1583803","83.54499816894531","83.54499816894531","83.54499816894531","85.31800079345703","85.31800079345703","85.31800079345703","84.16400146484375","84.16400146484375","84.16400146484375"
"1591802","83.30000305175781","83.30000305175781","83.30000305175781","84.43800354003906","84.43800354003906","84.43800354003906","83.85099792480469","83.85099792480469","83.85099792480469"