"Step","PPO_bad_multiple_COMS_truth_D__1__1684103936 (Run set) - test/reward_bad_team_mean","PPO_bad_multiple_COMS_truth_D__1__1684103936 (Run set) - test/reward_bad_team_mean__MIN","PPO_bad_multiple_COMS_truth_D__1__1684103936 (Run set) - test/reward_bad_team_mean__MAX","PPO_bad_multiple__1__1683970827 (Run set) - test/reward_bad_team_mean","PPO_bad_multiple__1__1683970827 (Run set) - test/reward_bad_team_mean__MIN","PPO_bad_multiple__1__1683970827 (Run set) - test/reward_bad_team_mean__MAX","PPO_bad_single__1__1683929491 (Run set) - test/reward_bad_team_mean","PPO_bad_single__1__1683929491 (Run set) - test/reward_bad_team_mean__MIN","PPO_bad_single__1__1683929491 (Run set) - test/reward_bad_team_mean__MAX"
"167000","91.03299713134766","91.03299713134766","91.03299713134766","93.04399871826172","93.04399871826172","93.04399871826172","92.552001953125","92.552001953125","92.552001953125"
"168000","91.07599639892578","91.07599639892578","91.07599639892578","93.15299987792969","93.15299987792969","93.15299987792969","92.77799987792969","92.77799987792969","92.77799987792969"
"169000","91.322998046875","91.322998046875","91.322998046875","93.43299865722656","93.43299865722656","93.43299865722656","93.15699768066406","93.15699768066406","93.15699768066406"
"170000","91.4729995727539","91.4729995727539","91.4729995727539","93.27100372314453","93.27100372314453","93.27100372314453","92.9000015258789","92.9000015258789","92.9000015258789"
"171000","91.052001953125","91.052001953125","91.052001953125","93.15799713134766","93.15799713134766","93.15799713134766","92.88500213623047","92.88500213623047","92.88500213623047"
"172000","91.1500015258789","91.1500015258789","91.1500015258789","93.25900268554688","93.25900268554688","93.25900268554688","92.8010025024414","92.8010025024414","92.8010025024414"
"173000","91.6969985961914","91.6969985961914","91.6969985961914","93.14900207519531","93.14900207519531","93.14900207519531","93.22000122070312","93.22000122070312","93.22000122070312"
"174000","91.24700164794922","91.24700164794922","91.24700164794922","92.87000274658203","92.87000274658203","92.87000274658203","92.83799743652344","92.83799743652344","92.83799743652344"
"175000","91.0719985961914","91.0719985961914","91.0719985961914","93.33699798583984","93.33699798583984","93.33699798583984","93.21600341796875","93.21600341796875","93.21600341796875"
"176000","90.66799926757812","90.66799926757812","90.66799926757812","93.35800170898438","93.35800170898438","93.35800170898438","93.20500183105469","93.20500183105469","93.20500183105469"
"177000","91.2020034790039","91.2020034790039","91.2020034790039","93.21299743652344","93.21299743652344","93.21299743652344","93.46099853515625","93.46099853515625","93.46099853515625"
"178000","91.03099822998047","91.03099822998047","91.03099822998047","93.29299926757812","93.29299926757812","93.29299926757812","92.95099639892578","92.95099639892578","92.95099639892578"
"179000","91.05699920654297","91.05699920654297","91.05699920654297","93.38500213623047","93.38500213623047","93.38500213623047","93.1500015258789","93.1500015258789","93.1500015258789"
"180000","90.96099853515625","90.96099853515625","90.96099853515625","93.38300323486328","93.38300323486328","93.38300323486328","93.18000030517578","93.18000030517578","93.18000030517578"
"181000","91.18099975585938","91.18099975585938","91.18099975585938","93.46199798583984","93.46199798583984","93.46199798583984","93.06600189208984","93.06600189208984","93.06600189208984"
"182000","91.25","91.25","91.25","93.43000030517578","93.43000030517578","93.43000030517578","93.1050033569336","93.1050033569336","93.1050033569336"
"183000","90.88800048828125","90.88800048828125","90.88800048828125","93.16500091552734","93.16500091552734","93.16500091552734","92.98200225830078","92.98200225830078","92.98200225830078"
"184000","","","","93.43199920654297","93.43199920654297","93.43199920654297","93.1969985961914","93.1969985961914","93.1969985961914"
"185000","","","","93.22599792480469","93.22599792480469","93.22599792480469","93.3219985961914","93.3219985961914","93.3219985961914"
"186000","","","","93.14600372314453","93.14600372314453","93.14600372314453","93.3740005493164","93.3740005493164","93.3740005493164"
"187000","","","","93.12200164794922","93.12200164794922","93.12200164794922","93.35399627685547","93.35399627685547","93.35399627685547"
"187500","","","","93.12799835205078","93.12799835205078","93.12799835205078","88.63200378417969","88.63200378417969","88.63200378417969"
"188500","","","","92.947998046875","92.947998046875","92.947998046875","90.40399932861328","90.40399932861328","90.40399932861328"
"189500","","","","92.71399688720703","92.71399688720703","92.71399688720703","91.23100280761719","91.23100280761719","91.23100280761719"
"190500","","","","92.38099670410156","92.38099670410156","92.38099670410156","90.79900360107422","90.79900360107422","90.79900360107422"
"191500","","","","92.87000274658203","92.87000274658203","92.87000274658203","91.9260025024414","91.9260025024414","91.9260025024414"
"192500","","","","92.3290023803711","92.3290023803711","92.3290023803711","92.62000274658203","92.62000274658203","92.62000274658203"
"193500","","","","93.23600006103516","93.23600006103516","93.23600006103516","91.96499633789062","91.96499633789062","91.96499633789062"
"194500","","","","92.7979965209961","92.7979965209961","92.7979965209961","92.21600341796875","92.21600341796875","92.21600341796875"
"195500","","","","92.31999969482422","92.31999969482422","92.31999969482422","92.00499725341797","92.00499725341797","92.00499725341797"
"196500","","","","92.8489990234375","92.8489990234375","92.8489990234375","91.44000244140625","91.44000244140625","91.44000244140625"
"197500","","","","92.90499877929688","92.90499877929688","92.90499877929688","91.84300231933594","91.84300231933594","91.84300231933594"
"198500","","","","92.60900115966797","92.60900115966797","92.60900115966797","92.83899688720703","92.83899688720703","92.83899688720703"
"199500","","","","93.11900329589844","93.11900329589844","93.11900329589844","92.96800231933594","92.96800231933594","92.96800231933594"
"200500","","","","93.06600189208984","93.06600189208984","93.06600189208984","92.28299713134766","92.28299713134766","92.28299713134766"
"201500","","","","93.36299896240234","93.36299896240234","93.36299896240234","92.16999816894531","92.16999816894531","92.16999816894531"
"202500","","","","92.25299835205078","92.25299835205078","92.25299835205078","93.18499755859375","93.18499755859375","93.18499755859375"
"203500","","","","92.59600067138672","92.59600067138672","92.59600067138672","92.64199829101562","92.64199829101562","92.64199829101562"
"204500","","","","93.66100311279297","93.66100311279297","93.66100311279297","92.97799682617188","92.97799682617188","92.97799682617188"
"205500","","","","93.9469985961914","93.9469985961914","93.9469985961914","92.72599792480469","92.72599792480469","92.72599792480469"
"206500","","","","93.28500366210938","93.28500366210938","93.28500366210938","92.55799865722656","92.55799865722656","92.55799865722656"
"207500","","","","93.80599975585938","93.80599975585938","93.80599975585938","92.53600311279297","92.53600311279297","92.53600311279297"
"208500","","","","93.60600280761719","93.60600280761719","93.60600280761719","92.41200256347656","92.41200256347656","92.41200256347656"
"209500","","","","93.57499694824219","93.57499694824219","93.57499694824219","92.42500305175781","92.42500305175781","92.42500305175781"
"210500","","","","93.18800354003906","93.18800354003906","93.18800354003906","92.24099731445312","92.24099731445312","92.24099731445312"
"211500","","","","93.91600036621094","93.91600036621094","93.91600036621094","92.75599670410156","92.75599670410156","92.75599670410156"
"212500","","","","93.40299987792969","93.40299987792969","93.40299987792969","92.86299896240234","92.86299896240234","92.86299896240234"
"213500","","","","93.79900360107422","93.79900360107422","93.79900360107422","92.927001953125","92.927001953125","92.927001953125"
"214500","","","","92.74500274658203","92.74500274658203","92.74500274658203","93.4520034790039","93.4520034790039","93.4520034790039"
"215500","","","","93.6719970703125","93.6719970703125","93.6719970703125","92.93499755859375","92.93499755859375","92.93499755859375"
"216500","","","","93.43699645996094","93.43699645996094","93.43699645996094","92.427001953125","92.427001953125","92.427001953125"
"217500","","","","93.85700225830078","93.85700225830078","93.85700225830078","92.57099914550781","92.57099914550781","92.57099914550781"
"218500","","","","93.61299896240234","93.61299896240234","93.61299896240234","93.15299987792969","93.15299987792969","93.15299987792969"
"219500","","","","93.64700317382812","93.64700317382812","93.64700317382812","93.11399841308594","93.11399841308594","93.11399841308594"
"220500","","","","93.83699798583984","93.83699798583984","93.83699798583984","93.33300018310547","93.33300018310547","93.33300018310547"
"221500","","","","93.91699981689453","93.91699981689453","93.91699981689453","93.78299713134766","93.78299713134766","93.78299713134766"
"222500","","","","94.0469970703125","94.0469970703125","94.0469970703125","93.71800231933594","93.71800231933594","93.71800231933594"
"223500","","","","94.12100219726562","94.12100219726562","94.12100219726562","93.51699829101562","93.51699829101562","93.51699829101562"
"224500","","","","93.7770004272461","93.7770004272461","93.7770004272461","93.93599700927734","93.93599700927734","93.93599700927734"
"225500","","","","94.12100219726562","94.12100219726562","94.12100219726562","93.73999786376953","93.73999786376953","93.73999786376953"
"226500","","","","94.13300323486328","94.13300323486328","94.13300323486328","93.75800323486328","93.75800323486328","93.75800323486328"
"227500","","","","93.38700103759766","93.38700103759766","93.38700103759766","93.84700012207031","93.84700012207031","93.84700012207031"
"228500","","","","93.72100067138672","93.72100067138672","93.72100067138672","93.75199890136719","93.75199890136719","93.75199890136719"
"229500","","","","93.60900115966797","93.60900115966797","93.60900115966797","93.3949966430664","93.3949966430664","93.3949966430664"
"230500","","","","93.71900177001953","93.71900177001953","93.71900177001953","93.62300109863281","93.62300109863281","93.62300109863281"
"231500","","","","93.59500122070312","93.59500122070312","93.59500122070312","93.36900329589844","93.36900329589844","93.36900329589844"
"232500","","","","94.0260009765625","94.0260009765625","94.0260009765625","93.31400299072266","93.31400299072266","93.31400299072266"
"233500","","","","93.48100280761719","93.48100280761719","93.48100280761719","93.64099884033203","93.64099884033203","93.64099884033203"
"234500","","","","93.75","93.75","93.75","93.4800033569336","93.4800033569336","93.4800033569336"
"235500","","","","94.15399932861328","94.15399932861328","94.15399932861328","93.64900207519531","93.64900207519531","93.64900207519531"
"236500","","","","94.27799987792969","94.27799987792969","94.27799987792969","93.41200256347656","93.41200256347656","93.41200256347656"
"237500","","","","93.9540023803711","93.9540023803711","93.9540023803711","93.63800048828125","93.63800048828125","93.63800048828125"
"238500","","","","94.0979995727539","94.0979995727539","94.0979995727539","93.88400268554688","93.88400268554688","93.88400268554688"
"239500","","","","93.91799926757812","93.91799926757812","93.91799926757812","93.34700012207031","93.34700012207031","93.34700012207031"
"240500","","","","93.96199798583984","93.96199798583984","93.96199798583984","93.39700317382812","93.39700317382812","93.39700317382812"
"241500","","","","94.4000015258789","94.4000015258789","94.4000015258789","93.4010009765625","93.4010009765625","93.4010009765625"
"242500","","","","94.27100372314453","94.27100372314453","94.27100372314453","93.7760009765625","93.7760009765625","93.7760009765625"
"243500","","","","94.60900115966797","94.60900115966797","94.60900115966797","93.8010025024414","93.8010025024414","93.8010025024414"
"244500","","","","94.4530029296875","94.4530029296875","94.4530029296875","93.7300033569336","93.7300033569336","93.7300033569336"
"245500","","","","94.3219985961914","94.3219985961914","94.3219985961914","93.68299865722656","93.68299865722656","93.68299865722656"
"246500","","","","94.56700134277344","94.56700134277344","94.56700134277344","93.66999816894531","93.66999816894531","93.66999816894531"
"247500","","","","94.49199676513672","94.49199676513672","94.49199676513672","93.7979965209961","93.7979965209961","93.7979965209961"
"248500","","","","94.45500183105469","94.45500183105469","94.45500183105469","93.73799896240234","93.73799896240234","93.73799896240234"
"249500","","","","94.47699737548828","94.47699737548828","94.47699737548828","93.77799987792969","93.77799987792969","93.77799987792969"
"250000","","","","94.43599700927734","94.43599700927734","94.43599700927734","90.15799713134766","90.15799713134766","90.15799713134766"
"251000","","","","94.18599700927734","94.18599700927734","94.18599700927734","91.14399719238281","91.14399719238281","91.14399719238281"
"252000","","","","94.0790023803711","94.0790023803711","94.0790023803711","91.9489974975586","91.9489974975586","91.9489974975586"
"253000","","","","93.88099670410156","93.88099670410156","93.88099670410156","92.71600341796875","92.71600341796875","92.71600341796875"
"254000","","","","93.48200225830078","93.48200225830078","93.48200225830078","92.80799865722656","92.80799865722656","92.80799865722656"
"255000","","","","94.1520004272461","94.1520004272461","94.1520004272461","93.11799621582031","93.11799621582031","93.11799621582031"
"256000","","","","93.66899871826172","93.66899871826172","93.66899871826172","92.81800079345703","92.81800079345703","92.81800079345703"
"257000","","","","93.64700317382812","93.64700317382812","93.64700317382812","92.9280014038086","92.9280014038086","92.9280014038086"
"258000","","","","93.71199798583984","93.71199798583984","93.71199798583984","92.25399780273438","92.25399780273438","92.25399780273438"
"259000","","","","94.12200164794922","94.12200164794922","94.12200164794922","92.5530014038086","92.5530014038086","92.5530014038086"
"260000","","","","93.83599853515625","93.83599853515625","93.83599853515625","93.02799987792969","93.02799987792969","93.02799987792969"
"261000","","","","93.99700164794922","93.99700164794922","93.99700164794922","92.14399719238281","92.14399719238281","92.14399719238281"
"262000","","","","94.39700317382812","94.39700317382812","94.39700317382812","92.06400299072266","92.06400299072266","92.06400299072266"
"263000","","","","93.85399627685547","93.85399627685547","93.85399627685547","92.51100158691406","92.51100158691406","92.51100158691406"
"264000","","","","93.552001953125","93.552001953125","93.552001953125","92.69999694824219","92.69999694824219","92.69999694824219"
"265000","","","","93.75700378417969","93.75700378417969","93.75700378417969","92.85399627685547","92.85399627685547","92.85399627685547"
"266000","","","","94.05400085449219","94.05400085449219","94.05400085449219","93.1240005493164","93.1240005493164","93.1240005493164"
"267000","","","","93.80599975585938","93.80599975585938","93.80599975585938","93.18099975585938","93.18099975585938","93.18099975585938"
"268000","","","","93.80799865722656","93.80799865722656","93.80799865722656","92.98500061035156","92.98500061035156","92.98500061035156"
"269000","","","","94.15799713134766","94.15799713134766","94.15799713134766","92.5469970703125","92.5469970703125","92.5469970703125"
"270000","","","","94.21199798583984","94.21199798583984","94.21199798583984","92.79100036621094","92.79100036621094","92.79100036621094"
"271000","","","","94.68299865722656","94.68299865722656","94.68299865722656","92.41500091552734","92.41500091552734","92.41500091552734"
"272000","","","","94.23899841308594","94.23899841308594","94.23899841308594","92.52799987792969","92.52799987792969","92.52799987792969"
"273000","","","","94.51699829101562","94.51699829101562","94.51699829101562","93.0469970703125","93.0469970703125","93.0469970703125"
"274000","","","","94.45600128173828","94.45600128173828","94.45600128173828","93.13300323486328","93.13300323486328","93.13300323486328"
"275000","","","","94.3499984741211","94.3499984741211","94.3499984741211","92.947998046875","92.947998046875","92.947998046875"
"276000","","","","94.46499633789062","94.46499633789062","94.46499633789062","92.80699920654297","92.80699920654297","92.80699920654297"
"277000","","","","94.35600280761719","94.35600280761719","94.35600280761719","93.3740005493164","93.3740005493164","93.3740005493164"
"278000","","","","94.31999969482422","94.31999969482422","94.31999969482422","92.80000305175781","92.80000305175781","92.80000305175781"
"279000","","","","94.66600036621094","94.66600036621094","94.66600036621094","92.9749984741211","92.9749984741211","92.9749984741211"
"280000","","","","94.03600311279297","94.03600311279297","94.03600311279297","93.375","93.375","93.375"
"281000","","","","94.88600158691406","94.88600158691406","94.88600158691406","93.35099792480469","93.35099792480469","93.35099792480469"
"282000","","","","94.70500183105469","94.70500183105469","94.70500183105469","93.58100128173828","93.58100128173828","93.58100128173828"
"283000","","","","94.65299987792969","94.65299987792969","94.65299987792969","93.9010009765625","93.9010009765625","93.9010009765625"
"284000","","","","94.60900115966797","94.60900115966797","94.60900115966797","93.74199676513672","93.74199676513672","93.74199676513672"
"285000","","","","94.9209976196289","94.9209976196289","94.9209976196289","94.03900146484375","94.03900146484375","94.03900146484375"
"286000","","","","94.86499786376953","94.86499786376953","94.86499786376953","94.01200103759766","94.01200103759766","94.01200103759766"
"287000","","","","94.375","94.375","94.375","94.11499786376953","94.11499786376953","94.11499786376953"
"288000","","","","94.10700225830078","94.10700225830078","94.10700225830078","93.68499755859375","93.68499755859375","93.68499755859375"
"289000","","","","94.6050033569336","94.6050033569336","94.6050033569336","93.74199676513672","93.74199676513672","93.74199676513672"
"290000","","","","95.20700073242188","95.20700073242188","95.20700073242188","93.33899688720703","93.33899688720703","93.33899688720703"
"291000","","","","94.50800323486328","94.50800323486328","94.50800323486328","93.6969985961914","93.6969985961914","93.6969985961914"
"292000","","","","94.55699920654297","94.55699920654297","94.55699920654297","93.79399871826172","93.79399871826172","93.79399871826172"
"293000","","","","94.68800354003906","94.68800354003906","94.68800354003906","93.73699951171875","93.73699951171875","93.73699951171875"
"294000","","","","95.072998046875","95.072998046875","95.072998046875","93.4990005493164","93.4990005493164","93.4990005493164"
"295000","","","","95.08399963378906","95.08399963378906","95.08399963378906","93.63200378417969","93.63200378417969","93.63200378417969"
"296000","","","","95.13099670410156","95.13099670410156","95.13099670410156","93.42900085449219","93.42900085449219","93.42900085449219"
"297000","","","","95.03099822998047","95.03099822998047","95.03099822998047","93.37200164794922","93.37200164794922","93.37200164794922"
"298000","","","","95.60800170898438","95.60800170898438","95.60800170898438","93.00399780273438","93.00399780273438","93.00399780273438"
"299000","","","","95.20800018310547","95.20800018310547","95.20800018310547","93.88400268554688","93.88400268554688","93.88400268554688"
"300000","","","","95.91100311279297","95.91100311279297","95.91100311279297","93.75900268554688","93.75900268554688","93.75900268554688"
"301000","","","","95.72100067138672","95.72100067138672","95.72100067138672","93.74299621582031","93.74299621582031","93.74299621582031"
"302000","","","","95.76200103759766","95.76200103759766","95.76200103759766","93.6760025024414","93.6760025024414","93.6760025024414"
"303000","","","","95.5199966430664","95.5199966430664","95.5199966430664","93.73600006103516","93.73600006103516","93.73600006103516"
"304000","","","","95.5770034790039","95.5770034790039","95.5770034790039","94.18900299072266","94.18900299072266","94.18900299072266"
"305000","","","","95.49800109863281","95.49800109863281","95.49800109863281","93.80799865722656","93.80799865722656","93.80799865722656"
"306000","","","","95.85600280761719","95.85600280761719","95.85600280761719","93.94300079345703","93.94300079345703","93.94300079345703"
"307000","","","","95.60600280761719","95.60600280761719","95.60600280761719","94.0510025024414","94.0510025024414","94.0510025024414"
"308000","","","","95.53299713134766","95.53299713134766","95.53299713134766","94.0999984741211","94.0999984741211","94.0999984741211"
"309000","","","","95.63700103759766","95.63700103759766","95.63700103759766","94.31099700927734","94.31099700927734","94.31099700927734"
"310000","","","","95.66600036621094","95.66600036621094","95.66600036621094","94.18699645996094","94.18699645996094","94.18699645996094"
"311000","","","","95.61100006103516","95.61100006103516","95.61100006103516","94.20999908447266","94.20999908447266","94.20999908447266"
"312000","","","","95.5469970703125","95.5469970703125","95.5469970703125","94.21900177001953","94.21900177001953","94.21900177001953"
"312500","","","","95.53900146484375","95.53900146484375","95.53900146484375","90.84700012207031","90.84700012207031","90.84700012207031"
"313500","","","","94.00599670410156","94.00599670410156","94.00599670410156","91.66400146484375","91.66400146484375","91.66400146484375"
"314500","","","","94.37999725341797","94.37999725341797","94.37999725341797","91.61000061035156","91.61000061035156","91.61000061035156"
"315500","","","","94.51100158691406","94.51100158691406","94.51100158691406","92.12899780273438","92.12899780273438","92.12899780273438"
"316500","","","","94.14800262451172","94.14800262451172","94.14800262451172","92.29299926757812","92.29299926757812","92.29299926757812"
"317500","","","","93.68199920654297","93.68199920654297","93.68199920654297","92.49400329589844","92.49400329589844","92.49400329589844"
"318500","","","","93.50399780273438","93.50399780273438","93.50399780273438","93.23500061035156","93.23500061035156","93.23500061035156"
"319500","","","","93.81700134277344","93.81700134277344","93.81700134277344","92.60900115966797","92.60900115966797","92.60900115966797"
"320500","","","","93.98699951171875","93.98699951171875","93.98699951171875","92.375","92.375","92.375"
"321500","","","","93.29100036621094","93.29100036621094","93.29100036621094","92.91999816894531","92.91999816894531","92.91999816894531"
"322500","","","","93.90499877929688","93.90499877929688","93.90499877929688","93.19300079345703","93.19300079345703","93.19300079345703"
"323500","","","","93.60700225830078","93.60700225830078","93.60700225830078","92.76599884033203","92.76599884033203","92.76599884033203"
"324500","","","","93.9520034790039","93.9520034790039","93.9520034790039","93.46800231933594","93.46800231933594","93.46800231933594"
"325500","","","","93.9800033569336","93.9800033569336","93.9800033569336","92.72899627685547","92.72899627685547","92.72899627685547"
"326500","","","","94.59300231933594","94.59300231933594","94.59300231933594","93.24700164794922","93.24700164794922","93.24700164794922"
"327500","","","","94.35800170898438","94.35800170898438","94.35800170898438","93.1729965209961","93.1729965209961","93.1729965209961"
"328500","","","","94.81800079345703","94.81800079345703","94.81800079345703","92.75800323486328","92.75800323486328","92.75800323486328"
"329500","","","","94.072998046875","94.072998046875","94.072998046875","92.91600036621094","92.91600036621094","92.91600036621094"
"330500","","","","94.7300033569336","94.7300033569336","94.7300033569336","93.43399810791016","93.43399810791016","93.43399810791016"
"331500","","","","94.10600280761719","94.10600280761719","94.10600280761719","93.73799896240234","93.73799896240234","93.73799896240234"
"332500","","","","94.1719970703125","94.1719970703125","94.1719970703125","93.65799713134766","93.65799713134766","93.65799713134766"
"333500","","","","94.37300109863281","94.37300109863281","94.37300109863281","93.25299835205078","93.25299835205078","93.25299835205078"
"334500","","","","93.92400360107422","93.92400360107422","93.92400360107422","93.20899963378906","93.20899963378906","93.20899963378906"
"335500","","","","94.47200012207031","94.47200012207031","94.47200012207031","93.39299774169922","93.39299774169922","93.39299774169922"
"336500","","","","93.97699737548828","93.97699737548828","93.97699737548828","93.697998046875","93.697998046875","93.697998046875"
"337500","","","","94.19200134277344","94.19200134277344","94.19200134277344","93.51399993896484","93.51399993896484","93.51399993896484"
"338500","","","","94.3290023803711","94.3290023803711","94.3290023803711","93.77200317382812","93.77200317382812","93.77200317382812"
"339500","","","","94.31999969482422","94.31999969482422","94.31999969482422","94.0979995727539","94.0979995727539","94.0979995727539"
"340500","","","","94.1969985961914","94.1969985961914","94.1969985961914","93.85700225830078","93.85700225830078","93.85700225830078"
"341500","","","","94.31199645996094","94.31199645996094","94.31199645996094","93.52300262451172","93.52300262451172","93.52300262451172"
"342500","","","","94.6050033569336","94.6050033569336","94.6050033569336","93.63400268554688","93.63400268554688","93.63400268554688"
"343500","","","","94.77400207519531","94.77400207519531","94.77400207519531","93.93000030517578","93.93000030517578","93.93000030517578"
"344500","","","","94.7760009765625","94.7760009765625","94.7760009765625","94.26899719238281","94.26899719238281","94.26899719238281"
"345500","","","","94.60299682617188","94.60299682617188","94.60299682617188","93.91899871826172","93.91899871826172","93.91899871826172"
"346500","","","","94.74199676513672","94.74199676513672","94.74199676513672","94.32099914550781","94.32099914550781","94.32099914550781"
"347500","","","","94.16100311279297","94.16100311279297","94.16100311279297","94.02799987792969","94.02799987792969","94.02799987792969"
"348500","","","","94.80899810791016","94.80899810791016","94.80899810791016","93.41100311279297","93.41100311279297","93.41100311279297"
"349500","","","","94.96299743652344","94.96299743652344","94.96299743652344","93.63999938964844","93.63999938964844","93.63999938964844"
"350500","","","","94.7770004272461","94.7770004272461","94.7770004272461","93.81400299072266","93.81400299072266","93.81400299072266"
"351500","","","","94.83599853515625","94.83599853515625","94.83599853515625","94.30799865722656","94.30799865722656","94.30799865722656"
"352500","","","","94.16200256347656","94.16200256347656","94.16200256347656","94.28700256347656","94.28700256347656","94.28700256347656"
"353500","","","","94.87300109863281","94.87300109863281","94.87300109863281","94.53500366210938","94.53500366210938","94.53500366210938"
"354500","","","","95.3239974975586","95.3239974975586","95.3239974975586","94.52799987792969","94.52799987792969","94.52799987792969"
"355500","","","","95.38700103759766","95.38700103759766","95.38700103759766","94.17500305175781","94.17500305175781","94.17500305175781"
"356500","","","","95.54299926757812","95.54299926757812","95.54299926757812","94.31400299072266","94.31400299072266","94.31400299072266"
"357500","","","","95.35199737548828","95.35199737548828","95.35199737548828","94.375","94.375","94.375"
"358500","","","","95.09200286865234","95.09200286865234","95.09200286865234","94.05699920654297","94.05699920654297","94.05699920654297"
"359500","","","","95.2490005493164","95.2490005493164","95.2490005493164","94.19599914550781","94.19599914550781","94.19599914550781"
"360500","","","","94.81999969482422","94.81999969482422","94.81999969482422","94.29199981689453","94.29199981689453","94.29199981689453"
"361500","","","","94.7249984741211","94.7249984741211","94.7249984741211","94.17500305175781","94.17500305175781","94.17500305175781"
"362500","","","","95.07499694824219","95.07499694824219","95.07499694824219","94.0530014038086","94.0530014038086","94.0530014038086"
"363500","","","","95.13600158691406","95.13600158691406","95.13600158691406","94.20500183105469","94.20500183105469","94.20500183105469"
"364500","","","","95.13800048828125","95.13800048828125","95.13800048828125","94.26200103759766","94.26200103759766","94.26200103759766"
"365500","","","","95.37899780273438","95.37899780273438","95.37899780273438","94.52799987792969","94.52799987792969","94.52799987792969"
"366500","","","","95.5770034790039","95.5770034790039","95.5770034790039","94.35700225830078","94.35700225830078","94.35700225830078"
"367500","","","","95.54000091552734","95.54000091552734","95.54000091552734","94.4489974975586","94.4489974975586","94.4489974975586"
"368500","","","","95.55599975585938","95.55599975585938","95.55599975585938","94.08100128173828","94.08100128173828","94.08100128173828"
"369500","","","","95.72699737548828","95.72699737548828","95.72699737548828","94.31099700927734","94.31099700927734","94.31099700927734"
"370500","","","","95.46600341796875","95.46600341796875","95.46600341796875","94.33899688720703","94.33899688720703","94.33899688720703"
"371500","","","","95.51399993896484","95.51399993896484","95.51399993896484","94.42500305175781","94.42500305175781","94.42500305175781"
"372500","","","","95.62799835205078","95.62799835205078","95.62799835205078","94.322998046875","94.322998046875","94.322998046875"
"373500","","","","95.6510009765625","95.6510009765625","95.6510009765625","94.3759994506836","94.3759994506836","94.3759994506836"
"374500","","","","95.76100158691406","95.76100158691406","95.76100158691406","94.30699920654297","94.30699920654297","94.30699920654297"
"375000","","","","95.75800323486328","95.75800323486328","95.75800323486328","92.17900085449219","92.17900085449219","92.17900085449219"
"376000","","","","94.41699981689453","94.41699981689453","94.41699981689453","92.86900329589844","92.86900329589844","92.86900329589844"
"377000","","","","94.78800201416016","94.78800201416016","94.78800201416016","93.28900146484375","93.28900146484375","93.28900146484375"
"378000","","","","94.63300323486328","94.63300323486328","94.63300323486328","93.14099884033203","93.14099884033203","93.14099884033203"
"379000","","","","94.88099670410156","94.88099670410156","94.88099670410156","93.38300323486328","93.38300323486328","93.38300323486328"
"380000","","","","94.19100189208984","94.19100189208984","94.19100189208984","93.86499786376953","93.86499786376953","93.86499786376953"
"381000","","","","94.1050033569336","94.1050033569336","94.1050033569336","93.37000274658203","93.37000274658203","93.37000274658203"
"382000","","","","93.76100158691406","93.76100158691406","93.76100158691406","93.33699798583984","93.33699798583984","93.33699798583984"
"383000","","","","93.28099822998047","93.28099822998047","93.28099822998047","93.86599731445312","93.86599731445312","93.86599731445312"
"384000","","","","93.46099853515625","93.46099853515625","93.46099853515625","93.45999908447266","93.45999908447266","93.45999908447266"
"385000","","","","94.02899932861328","94.02899932861328","94.02899932861328","93.3949966430664","93.3949966430664","93.3949966430664"
"386000","","","","94.51599884033203","94.51599884033203","94.51599884033203","93.2959976196289","93.2959976196289","93.2959976196289"
"387000","","","","94.0199966430664","94.0199966430664","94.0199966430664","93.72000122070312","93.72000122070312","93.72000122070312"
"388000","","","","94.19499969482422","94.19499969482422","94.19499969482422","93.87200164794922","93.87200164794922","93.87200164794922"
"389000","","","","93.71099853515625","93.71099853515625","93.71099853515625","94.06500244140625","94.06500244140625","94.06500244140625"
"390000","","","","93.875","93.875","93.875","93.50900268554688","93.50900268554688","93.50900268554688"
"391000","","","","93.48400115966797","93.48400115966797","93.48400115966797","94.44000244140625","94.44000244140625","94.44000244140625"
"392000","","","","94.02400207519531","94.02400207519531","94.02400207519531","94.125","94.125","94.125"
