"Step","PPO_caller__1__1683930581 (Run set 2) - test/reward_bad_team_mean","PPO_caller__1__1683930581 (Run set 2) - test/reward_bad_team_mean__MIN","PPO_caller__1__1683930581 (Run set 2) - test/reward_bad_team_mean__MAX","PPO_caller_heuristic_callee__1__1683929490 (Run set 2) - test/reward_bad_team_mean","PPO_caller_heuristic_callee__1__1683929490 (Run set 2) - test/reward_bad_team_mean__MIN","PPO_caller_heuristic_callee__1__1683929490 (Run set 2) - test/reward_bad_team_mean__MAX","PPO_callee_heuristic_calleer__1__1683929490 (Run set 2) - test/reward_bad_team_mean","PPO_callee_heuristic_calleer__1__1683929490 (Run set 2) - test/reward_bad_team_mean__MIN","PPO_callee_heuristic_calleer__1__1683929490 (Run set 2) - test/reward_bad_team_mean__MAX"
"0","76.99099731445312","76.99099731445312","76.99099731445312","84.52799987792969","84.52799987792969","84.52799987792969","83.697998046875","83.697998046875","83.697998046875"
"1000","77.88200378417969","77.88200378417969","77.88200378417969","86.0459976196289","86.0459976196289","86.0459976196289","84.76100158691406","84.76100158691406","84.76100158691406"
"2000","78.31300354003906","78.31300354003906","78.31300354003906","86.36699676513672","86.36699676513672","86.36699676513672","86.06300354003906","86.06300354003906","86.06300354003906"
"3000","79.09700012207031","79.09700012207031","79.09700012207031","86.0250015258789","86.0250015258789","86.0250015258789","85.46800231933594","85.46800231933594","85.46800231933594"
"4000","78.5250015258789","78.5250015258789","78.5250015258789","87.33499908447266","87.33499908447266","87.33499908447266","86.4229965209961","86.4229965209961","86.4229965209961"
"5000","79.26599884033203","79.26599884033203","79.26599884033203","87.60700225830078","87.60700225830078","87.60700225830078","86.58499908447266","86.58499908447266","86.58499908447266"
"6000","79.4739990234375","79.4739990234375","79.4739990234375","86.68900299072266","86.68900299072266","86.68900299072266","86.85800170898438","86.85800170898438","86.85800170898438"
"7000","79.38200378417969","79.38200378417969","79.38200378417969","88.03199768066406","88.03199768066406","88.03199768066406","87.08799743652344","87.08799743652344","87.08799743652344"
"8000","79.40899658203125","79.40899658203125","79.40899658203125","87.98600006103516","87.98600006103516","87.98600006103516","87.32599639892578","87.32599639892578","87.32599639892578"
"9000","79.00700378417969","79.00700378417969","79.00700378417969","88.80500030517578","88.80500030517578","88.80500030517578","87.25900268554688","87.25900268554688","87.25900268554688"
"10000","79.02200317382812","79.02200317382812","79.02200317382812","88.73500061035156","88.73500061035156","88.73500061035156","86.93299865722656","86.93299865722656","86.93299865722656"
"11000","79.44300079345703","79.44300079345703","79.44300079345703","87.86100006103516","87.86100006103516","87.86100006103516","87.58599853515625","87.58599853515625","87.58599853515625"
"12000","80.25900268554688","80.25900268554688","80.25900268554688","87.99199676513672","87.99199676513672","87.99199676513672","88.05699920654297","88.05699920654297","88.05699920654297"
"13000","79.75599670410156","79.75599670410156","79.75599670410156","88.95099639892578","88.95099639892578","88.95099639892578","88.04100036621094","88.04100036621094","88.04100036621094"
"14000","79.78900146484375","79.78900146484375","79.78900146484375","89.43599700927734","89.43599700927734","89.43599700927734","87.4540023803711","87.4540023803711","87.4540023803711"
"15000","80.45899963378906","80.45899963378906","80.45899963378906","88.87999725341797","88.87999725341797","88.87999725341797","87.47899627685547","87.47899627685547","87.47899627685547"
"16000","81.79000091552734","81.79000091552734","81.79000091552734","89.6729965209961","89.6729965209961","89.6729965209961","87.64299774169922","87.64299774169922","87.64299774169922"
"17000","79.52300262451172","79.52300262451172","79.52300262451172","89.70899963378906","89.70899963378906","89.70899963378906","87.98699951171875","87.98699951171875","87.98699951171875"
"18000","80.83499908447266","80.83499908447266","80.83499908447266","89.625","89.625","89.625","87.98799896240234","87.98799896240234","87.98799896240234"
"19000","81.2249984741211","81.2249984741211","81.2249984741211","89.83899688720703","89.83899688720703","89.83899688720703","87.41000366210938","87.41000366210938","87.41000366210938"
"20000","80.81999969482422","80.81999969482422","80.81999969482422","89.72599792480469","89.72599792480469","89.72599792480469","88.01499938964844","88.01499938964844","88.01499938964844"
"21000","81.47599792480469","81.47599792480469","81.47599792480469","90.4729995727539","90.4729995727539","90.4729995727539","88.01699829101562","88.01699829101562","88.01699829101562"
"22000","81.11100006103516","81.11100006103516","81.11100006103516","89.78099822998047","89.78099822998047","89.78099822998047","89.43399810791016","89.43399810791016","89.43399810791016"
"23000","80.5009994506836","80.5009994506836","80.5009994506836","90.3550033569336","90.3550033569336","90.3550033569336","88.91600036621094","88.91600036621094","88.91600036621094"
"24000","81.71299743652344","81.71299743652344","81.71299743652344","90.44499969482422","90.44499969482422","90.44499969482422","88.89199829101562","88.89199829101562","88.89199829101562"
"25000","81.14700317382812","81.14700317382812","81.14700317382812","90.16699981689453","90.16699981689453","90.16699981689453","88.16799926757812","88.16799926757812","88.16799926757812"
"26000","81.35900115966797","81.35900115966797","81.35900115966797","90.50399780273438","90.50399780273438","90.50399780273438","88.52999877929688","88.52999877929688","88.52999877929688"
"27000","81.49800109863281","81.49800109863281","81.49800109863281","90.5780029296875","90.5780029296875","90.5780029296875","88.73400115966797","88.73400115966797","88.73400115966797"
"28000","80.89399719238281","80.89399719238281","80.89399719238281","90.20099639892578","90.20099639892578","90.20099639892578","88.78600311279297","88.78600311279297","88.78600311279297"
"29000","82.53500366210938","82.53500366210938","82.53500366210938","90.70500183105469","90.70500183105469","90.70500183105469","88.06400299072266","88.06400299072266","88.06400299072266"
"30000","81.7490005493164","81.7490005493164","81.7490005493164","89.54199981689453","89.54199981689453","89.54199981689453","88.89199829101562","88.89199829101562","88.89199829101562"
"31000","81.50900268554688","81.50900268554688","81.50900268554688","90.31300354003906","90.31300354003906","90.31300354003906","88.84700012207031","88.84700012207031","88.84700012207031"
"32000","81.46900177001953","81.46900177001953","81.46900177001953","90.72799682617188","90.72799682617188","90.72799682617188","89.56099700927734","89.56099700927734","89.56099700927734"
"33000","82.76300048828125","82.76300048828125","82.76300048828125","89.96299743652344","89.96299743652344","89.96299743652344","88.35099792480469","88.35099792480469","88.35099792480469"
"34000","82.34500122070312","82.34500122070312","82.34500122070312","90.49400329589844","90.49400329589844","90.49400329589844","88.98500061035156","88.98500061035156","88.98500061035156"
"35000","82.03399658203125","82.03399658203125","82.03399658203125","90.78299713134766","90.78299713134766","90.78299713134766","89.0739974975586","89.0739974975586","89.0739974975586"
"36000","83.12899780273438","83.12899780273438","83.12899780273438","89.94000244140625","89.94000244140625","89.94000244140625","88.56700134277344","88.56700134277344","88.56700134277344"
"37000","82.93199920654297","82.93199920654297","82.93199920654297","90.83300018310547","90.83300018310547","90.83300018310547","88.98799896240234","88.98799896240234","88.98799896240234"
"38000","82.3550033569336","82.3550033569336","82.3550033569336","90.41999816894531","90.41999816894531","90.41999816894531","88.29000091552734","88.29000091552734","88.29000091552734"
"39000","81.98500061035156","81.98500061035156","81.98500061035156","90.87300109863281","90.87300109863281","90.87300109863281","89.1709976196289","89.1709976196289","89.1709976196289"
"40000","82.23899841308594","82.23899841308594","82.23899841308594","90.947998046875","90.947998046875","90.947998046875","88.41300201416016","88.41300201416016","88.41300201416016"
"41000","82.65699768066406","82.65699768066406","82.65699768066406","91.40599822998047","91.40599822998047","91.40599822998047","88.86599731445312","88.86599731445312","88.86599731445312"
"42000","83.52300262451172","83.52300262451172","83.52300262451172","90.48799896240234","90.48799896240234","90.48799896240234","88.98899841308594","88.98899841308594","88.98899841308594"
"43000","82.70800018310547","82.70800018310547","82.70800018310547","90.68599700927734","90.68599700927734","90.68599700927734","89.39299774169922","89.39299774169922","89.39299774169922"
"44000","83.32099914550781","83.32099914550781","83.32099914550781","91.2969970703125","91.2969970703125","91.2969970703125","89.26599884033203","89.26599884033203","89.26599884033203"
"45000","83.0469970703125","83.0469970703125","83.0469970703125","90.54199981689453","90.54199981689453","90.54199981689453","89.677001953125","89.677001953125","89.677001953125"
"46000","82.3550033569336","82.3550033569336","82.3550033569336","91.3290023803711","91.3290023803711","91.3290023803711","89.48899841308594","89.48899841308594","89.48899841308594"
"47000","81.72100067138672","81.72100067138672","81.72100067138672","91.322998046875","91.322998046875","91.322998046875","89.58599853515625","89.58599853515625","89.58599853515625"
"48000","83.26300048828125","83.26300048828125","83.26300048828125","90.8759994506836","90.8759994506836","90.8759994506836","89.56199645996094","89.56199645996094","89.56199645996094"
"49000","83.94300079345703","83.94300079345703","83.94300079345703","91.03600311279297","91.03600311279297","91.03600311279297","89.78600311279297","89.78600311279297","89.78600311279297"
"50000","83.84600067138672","83.84600067138672","83.84600067138672","91.81700134277344","91.81700134277344","91.81700134277344","89.49700164794922","89.49700164794922","89.49700164794922"
"51000","83.9010009765625","83.9010009765625","83.9010009765625","91.31700134277344","91.31700134277344","91.31700134277344","89.375","89.375","89.375"
"52000","83.80500030517578","83.80500030517578","83.80500030517578","92.33200073242188","92.33200073242188","92.33200073242188","89.55400085449219","89.55400085449219","89.55400085449219"
"53000","83.56700134277344","83.56700134277344","83.56700134277344","91.75900268554688","91.75900268554688","91.75900268554688","89.27100372314453","89.27100372314453","89.27100372314453"
"54000","84.04299926757812","84.04299926757812","84.04299926757812","90.97899627685547","90.97899627685547","90.97899627685547","88.75399780273438","88.75399780273438","88.75399780273438"
"55000","83.0510025024414","83.0510025024414","83.0510025024414","91.6729965209961","91.6729965209961","91.6729965209961","89.28099822998047","89.28099822998047","89.28099822998047"
"56000","83.50599670410156","83.50599670410156","83.50599670410156","91.35099792480469","91.35099792480469","91.35099792480469","89.34600067138672","89.34600067138672","89.34600067138672"
"57000","84.08699798583984","84.08699798583984","84.08699798583984","90.76799774169922","90.76799774169922","90.76799774169922","89.26000213623047","89.26000213623047","89.26000213623047"
"58000","84.0199966430664","84.0199966430664","84.0199966430664","91.79399871826172","91.79399871826172","91.79399871826172","89.94300079345703","89.94300079345703","89.94300079345703"
"59000","83.59100341796875","83.59100341796875","83.59100341796875","91.39299774169922","91.39299774169922","91.39299774169922","89.49299621582031","89.49299621582031","89.49299621582031"
"60000","83.927001953125","83.927001953125","83.927001953125","92.14800262451172","92.14800262451172","92.14800262451172","89.36499786376953","89.36499786376953","89.36499786376953"
"61000","83.76000213623047","83.76000213623047","83.76000213623047","91.6780014038086","91.6780014038086","91.6780014038086","89.79399871826172","89.79399871826172","89.79399871826172"
"62000","84.22599792480469","84.22599792480469","84.22599792480469","91.8010025024414","91.8010025024414","91.8010025024414","89.46900177001953","89.46900177001953","89.46900177001953"
"63000","83.8499984741211","83.8499984741211","83.8499984741211","91.88400268554688","91.88400268554688","91.88400268554688","89.35099792480469","89.35099792480469","89.35099792480469"
"64000","83.76300048828125","83.76300048828125","83.76300048828125","91.3550033569336","91.3550033569336","91.3550033569336","90.00299835205078","90.00299835205078","90.00299835205078"
"65000","83.13999938964844","83.13999938964844","83.13999938964844","91.13999938964844","91.13999938964844","91.13999938964844","89.72699737548828","89.72699737548828","89.72699737548828"
"66000","83.21399688720703","83.21399688720703","83.21399688720703","91.72599792480469","91.72599792480469","91.72599792480469","89.65499877929688","89.65499877929688","89.65499877929688"
"67000","83.5","83.5","83.5","91.69400024414062","91.69400024414062","91.69400024414062","90.29199981689453","90.29199981689453","90.29199981689453"
"68000","83.48600006103516","83.48600006103516","83.48600006103516","91.64800262451172","91.64800262451172","91.64800262451172","90.43000030517578","90.43000030517578","90.43000030517578"
"69000","84.38300323486328","84.38300323486328","84.38300323486328","91.3759994506836","91.3759994506836","91.3759994506836","90.2979965209961","90.2979965209961","90.2979965209961"
"70000","83.35600280761719","83.35600280761719","83.35600280761719","91.69499969482422","91.69499969482422","91.69499969482422","90.40799713134766","90.40799713134766","90.40799713134766"
"71000","83.37200164794922","83.37200164794922","83.37200164794922","91.85900115966797","91.85900115966797","91.85900115966797","90.78900146484375","90.78900146484375","90.78900146484375"
"72000","82.99400329589844","82.99400329589844","82.99400329589844","92.38099670410156","92.38099670410156","92.38099670410156","90.09700012207031","90.09700012207031","90.09700012207031"
"73000","83.74199676513672","83.74199676513672","83.74199676513672","91.97100067138672","91.97100067138672","91.97100067138672","90.00499725341797","90.00499725341797","90.00499725341797"
"74000","84.10199737548828","84.10199737548828","84.10199737548828","92.08799743652344","92.08799743652344","92.08799743652344","90.00499725341797","90.00499725341797","90.00499725341797"
"75000","83.16600036621094","83.16600036621094","83.16600036621094","92.50199890136719","92.50199890136719","92.50199890136719","89.6500015258789","89.6500015258789","89.6500015258789"
"76000","83.14700317382812","83.14700317382812","83.14700317382812","92.41799926757812","92.41799926757812","92.41799926757812","90.16100311279297","90.16100311279297","90.16100311279297"
"77000","83.66500091552734","83.66500091552734","83.66500091552734","92.17400360107422","92.17400360107422","92.17400360107422","90.39099884033203","90.39099884033203","90.39099884033203"
"78000","83.00199890136719","83.00199890136719","83.00199890136719","92.61799621582031","92.61799621582031","92.61799621582031","89.81300354003906","89.81300354003906","89.81300354003906"
"79000","83.5719985961914","83.5719985961914","83.5719985961914","92.53099822998047","92.53099822998047","92.53099822998047","90.40299987792969","90.40299987792969","90.40299987792969"
"80000","84.06999969482422","84.06999969482422","84.06999969482422","91.87799835205078","91.87799835205078","91.87799835205078","90.79399871826172","90.79399871826172","90.79399871826172"
"81000","83.96399688720703","83.96399688720703","83.96399688720703","91.60199737548828","91.60199737548828","91.60199737548828","90.50499725341797","90.50499725341797","90.50499725341797"
"82000","83.55899810791016","83.55899810791016","83.55899810791016","92.4000015258789","92.4000015258789","92.4000015258789","89.68000030517578","89.68000030517578","89.68000030517578"
"83000","83.15899658203125","83.15899658203125","83.15899658203125","92.25199890136719","92.25199890136719","92.25199890136719","90.68499755859375","90.68499755859375","90.68499755859375"
"84000","84.06500244140625","84.06500244140625","84.06500244140625","92.38200378417969","92.38200378417969","92.38200378417969","90.54000091552734","90.54000091552734","90.54000091552734"
"85000","83.81099700927734","83.81099700927734","83.81099700927734","91.30599975585938","91.30599975585938","91.30599975585938","90.36399841308594","90.36399841308594","90.36399841308594"
"86000","84.52799987792969","84.52799987792969","84.52799987792969","92.10299682617188","92.10299682617188","92.10299682617188","90.48699951171875","90.48699951171875","90.48699951171875"
"87000","84.13400268554688","84.13400268554688","84.13400268554688","92.25900268554688","92.25900268554688","92.25900268554688","90.75800323486328","90.75800323486328","90.75800323486328"
"88000","84.05699920654297","84.05699920654297","84.05699920654297","92.70999908447266","92.70999908447266","92.70999908447266","90.44200134277344","90.44200134277344","90.44200134277344"
"89000","83.80599975585938","83.80599975585938","83.80599975585938","92.58599853515625","92.58599853515625","92.58599853515625","90.31300354003906","90.31300354003906","90.31300354003906"
"90000","84.25599670410156","84.25599670410156","84.25599670410156","92.59500122070312","92.59500122070312","92.59500122070312","90.16200256347656","90.16200256347656","90.16200256347656"
"91000","83.91000366210938","83.91000366210938","83.91000366210938","92.72599792480469","92.72599792480469","92.72599792480469","89.8949966430664","89.8949966430664","89.8949966430664"
"92000","84.23300170898438","84.23300170898438","84.23300170898438","92.00499725341797","92.00499725341797","92.00499725341797","89.22599792480469","89.22599792480469","89.22599792480469"
"93000","83.45899963378906","83.45899963378906","83.45899963378906","91.7020034790039","91.7020034790039","91.7020034790039","90.05000305175781","90.05000305175781","90.05000305175781"
"94000","82.82099914550781","82.82099914550781","82.82099914550781","91.7979965209961","91.7979965209961","91.7979965209961","90.177001953125","90.177001953125","90.177001953125"
"95000","83.53900146484375","83.53900146484375","83.53900146484375","92.75","92.75","92.75","89.54199981689453","89.54199981689453","89.54199981689453"
"96000","84.17500305175781","84.17500305175781","84.17500305175781","91.87699890136719","91.87699890136719","91.87699890136719","90.67900085449219","90.67900085449219","90.67900085449219"
"97000","83.80799865722656","83.80799865722656","83.80799865722656","92.55000305175781","92.55000305175781","92.55000305175781","90.25399780273438","90.25399780273438","90.25399780273438"
"98000","83.70899963378906","83.70899963378906","83.70899963378906","92.47599792480469","92.47599792480469","92.47599792480469","90.68299865722656","90.68299865722656","90.68299865722656"
"99000","83.91000366210938","83.91000366210938","83.91000366210938","92.64600372314453","92.64600372314453","92.64600372314453","90.33300018310547","90.33300018310547","90.33300018310547"
"100000","83.50900268554688","83.50900268554688","83.50900268554688","92.22599792480469","92.22599792480469","92.22599792480469","90.08799743652344","90.08799743652344","90.08799743652344"
"101000","84.09600067138672","84.09600067138672","84.09600067138672","92.3010025024414","92.3010025024414","92.3010025024414","89.8290023803711","89.8290023803711","89.8290023803711"
"102000","83.55599975585938","83.55599975585938","83.55599975585938","92.29199981689453","92.29199981689453","92.29199981689453","90.22200012207031","90.22200012207031","90.22200012207031"
"103000","84.14199829101562","84.14199829101562","84.14199829101562","92.50299835205078","92.50299835205078","92.50299835205078","91.02100372314453","91.02100372314453","91.02100372314453"
"104000","84.06900024414062","84.06900024414062","84.06900024414062","92.28299713134766","92.28299713134766","92.28299713134766","90.24700164794922","90.24700164794922","90.24700164794922"
"105000","83.67400360107422","83.67400360107422","83.67400360107422","92.40599822998047","92.40599822998047","92.40599822998047","90.25900268554688","90.25900268554688","90.25900268554688"
"106000","84.16999816894531","84.16999816894531","84.16999816894531","92.22100067138672","92.22100067138672","92.22100067138672","89.87100219726562","89.87100219726562","89.87100219726562"
"107000","83.81099700927734","83.81099700927734","83.81099700927734","92.375","92.375","92.375","90.21800231933594","90.21800231933594","90.21800231933594"
"108000","84.1510009765625","84.1510009765625","84.1510009765625","92.56999969482422","92.56999969482422","92.56999969482422","90.10700225830078","90.10700225830078","90.10700225830078"
"109000","84.16799926757812","84.16799926757812","84.16799926757812","91.81900024414062","91.81900024414062","91.81900024414062","90.28600311279297","90.28600311279297","90.28600311279297"
"110000","84.53099822998047","84.53099822998047","84.53099822998047","92.98500061035156","92.98500061035156","92.98500061035156","90.10299682617188","90.10299682617188","90.10299682617188"
"111000","84.40299987792969","84.40299987792969","84.40299987792969","92.74199676513672","92.74199676513672","92.74199676513672","90.802001953125","90.802001953125","90.802001953125"
"112000","84.33799743652344","84.33799743652344","84.33799743652344","92.33000183105469","92.33000183105469","92.33000183105469","90.52400207519531","90.52400207519531","90.52400207519531"
"113000","84.34400177001953","84.34400177001953","84.34400177001953","92.13899993896484","92.13899993896484","92.13899993896484","91.21900177001953","91.21900177001953","91.21900177001953"
"114000","84.02100372314453","84.02100372314453","84.02100372314453","92.24800109863281","92.24800109863281","92.24800109863281","90.66999816894531","90.66999816894531","90.66999816894531"
"115000","83.88099670410156","83.88099670410156","83.88099670410156","92.55500030517578","92.55500030517578","92.55500030517578","90.572998046875","90.572998046875","90.572998046875"
"116000","84.6780014038086","84.6780014038086","84.6780014038086","92.41799926757812","92.41799926757812","92.41799926757812","90.81500244140625","90.81500244140625","90.81500244140625"
"117000","84.28199768066406","84.28199768066406","84.28199768066406","92.71099853515625","92.71099853515625","92.71099853515625","90.71499633789062","90.71499633789062","90.71499633789062"
"118000","84.44999694824219","84.44999694824219","84.44999694824219","92.1780014038086","92.1780014038086","92.1780014038086","89.66000366210938","89.66000366210938","89.66000366210938"
"119000","84.72699737548828","84.72699737548828","84.72699737548828","92.46099853515625","92.46099853515625","92.46099853515625","90.09400177001953","90.09400177001953","90.09400177001953"
"120000","84.67400360107422","84.67400360107422","84.67400360107422","92.37000274658203","92.37000274658203","92.37000274658203","90.86599731445312","90.86599731445312","90.86599731445312"
"121000","84.69999694824219","84.69999694824219","84.69999694824219","92.96499633789062","92.96499633789062","92.96499633789062","90.87899780273438","90.87899780273438","90.87899780273438"
"122000","84.29000091552734","84.29000091552734","84.29000091552734","92.84100341796875","92.84100341796875","92.84100341796875","91.75900268554688","91.75900268554688","91.75900268554688"
"123000","84.79399871826172","84.79399871826172","84.79399871826172","92.21600341796875","92.21600341796875","92.21600341796875","90.97000122070312","90.97000122070312","90.97000122070312"
"124000","85.18299865722656","85.18299865722656","85.18299865722656","92.68000030517578","92.68000030517578","92.68000030517578","90.93299865722656","90.93299865722656","90.93299865722656"
"125000","85.09200286865234","85.09200286865234","85.09200286865234","92.99700164794922","92.99700164794922","92.99700164794922","91.06400299072266","91.06400299072266","91.06400299072266"
"126000","84.98100280761719","84.98100280761719","84.98100280761719","92.69999694824219","92.69999694824219","92.69999694824219","91.85099792480469","91.85099792480469","91.85099792480469"
"127000","84.5009994506836","84.5009994506836","84.5009994506836","92.76899719238281","92.76899719238281","92.76899719238281","91.41400146484375","91.41400146484375","91.41400146484375"
"128000","84.75199890136719","84.75199890136719","84.75199890136719","92.55500030517578","92.55500030517578","92.55500030517578","91.07499694824219","91.07499694824219","91.07499694824219"
"129000","84.6989974975586","84.6989974975586","84.6989974975586","91.97200012207031","91.97200012207031","91.97200012207031","91.44499969482422","91.44499969482422","91.44499969482422"
"130000","85.12300109863281","85.12300109863281","85.12300109863281","92.93699645996094","92.93699645996094","92.93699645996094","90.9229965209961","90.9229965209961","90.9229965209961"
"131000","84.35600280761719","84.35600280761719","84.35600280761719","92.81400299072266","92.81400299072266","92.81400299072266","90.90299987792969","90.90299987792969","90.90299987792969"
"132000","85.08599853515625","85.08599853515625","85.08599853515625","92.6729965209961","92.6729965209961","92.6729965209961","91.03099822998047","91.03099822998047","91.03099822998047"
"133000","84.48600006103516","84.48600006103516","84.48600006103516","93.05400085449219","93.05400085449219","93.05400085449219","90.93499755859375","90.93499755859375","90.93499755859375"
"134000","84.48200225830078","84.48200225830078","84.48200225830078","93.05000305175781","93.05000305175781","93.05000305175781","90.92400360107422","90.92400360107422","90.92400360107422"
"135000","84.53399658203125","84.53399658203125","84.53399658203125","93.6510009765625","93.6510009765625","93.6510009765625","91.05599975585938","91.05599975585938","91.05599975585938"
"136000","85.26699829101562","85.26699829101562","85.26699829101562","93.35600280761719","93.35600280761719","93.35600280761719","90.52100372314453","90.52100372314453","90.52100372314453"
"137000","84.39099884033203","84.39099884033203","84.39099884033203","92.3949966430664","92.3949966430664","92.3949966430664","90.29399871826172","90.29399871826172","90.29399871826172"
"138000","84.63099670410156","84.63099670410156","84.63099670410156","93.322998046875","93.322998046875","93.322998046875","90.2959976196289","90.2959976196289","90.2959976196289"
"139000","84.85700225830078","84.85700225830078","84.85700225830078","93.06199645996094","93.06199645996094","93.06199645996094","90.60800170898438","90.60800170898438","90.60800170898438"
"140000","85.08799743652344","85.08799743652344","85.08799743652344","92.65499877929688","92.65499877929688","92.65499877929688","91.302001953125","91.302001953125","91.302001953125"
"141000","84.55400085449219","84.55400085449219","84.55400085449219","92.54299926757812","92.54299926757812","92.54299926757812","90.302001953125","90.302001953125","90.302001953125"
"142000","84.6520004272461","84.6520004272461","84.6520004272461","92.79199981689453","92.79199981689453","92.79199981689453","90.79100036621094","90.79100036621094","90.79100036621094"
"143000","84.43499755859375","84.43499755859375","84.43499755859375","93.2249984741211","93.2249984741211","93.2249984741211","90.86499786376953","90.86499786376953","90.86499786376953"
"144000","84.37300109863281","84.37300109863281","84.37300109863281","92.7020034790039","92.7020034790039","92.7020034790039","90.46099853515625","90.46099853515625","90.46099853515625"
"145000","85.04100036621094","85.04100036621094","85.04100036621094","93.09600067138672","93.09600067138672","93.09600067138672","90.63400268554688","90.63400268554688","90.63400268554688"
"146000","84.74400329589844","84.74400329589844","84.74400329589844","93.60199737548828","93.60199737548828","93.60199737548828","91.06700134277344","91.06700134277344","91.06700134277344"
"147000","84.49600219726562","84.49600219726562","84.49600219726562","92.7750015258789","92.7750015258789","92.7750015258789","90.40299987792969","90.40299987792969","90.40299987792969"
"148000","84.92400360107422","84.92400360107422","84.92400360107422","93.29499816894531","93.29499816894531","93.29499816894531","91.51000213623047","91.51000213623047","91.51000213623047"
"149000","84.6780014038086","84.6780014038086","84.6780014038086","92.90599822998047","92.90599822998047","92.90599822998047","91.4260025024414","91.4260025024414","91.4260025024414"
"150000","84.68900299072266","84.68900299072266","84.68900299072266","93.74700164794922","93.74700164794922","93.74700164794922","91.48200225830078","91.48200225830078","91.48200225830078"
"151000","84.90499877929688","84.90499877929688","84.90499877929688","92.69499969482422","92.69499969482422","92.69499969482422","91.56600189208984","91.56600189208984","91.56600189208984"
"152000","84.89800262451172","84.89800262451172","84.89800262451172","93.23100280761719","93.23100280761719","93.23100280761719","91.46099853515625","91.46099853515625","91.46099853515625"
"153000","84.68299865722656","84.68299865722656","84.68299865722656","93.24800109863281","93.24800109863281","93.24800109863281","91.89600372314453","91.89600372314453","91.89600372314453"
